,Data,Cum dec,Actual Label,ECG decision,mlp decision
63,"BPM                       106.007067
EGM Mean RV                 0.240374
EGM STD RV                  0.190217
EGM Skewness RV             1.185685
EGM Kurtosis RV             0.066511
R-R Interval RV           566.000000
Per Mean                   66.277848
Per STD                    17.122550
Per Skewness                0.139105
Per Kurtosis               -1.616686
Current Perfusion Grad     30.228555
Quality of Perfusion        2.769318
Perfusion Amplitude         3.259859
Name: 63, dtype: float64",no-shock,Normal,no-shock,[1.]
64,"BPM                         47.393365
EGM Mean RV                  0.222237
EGM STD RV                   0.130254
EGM Skewness RV              2.200010
EGM Kurtosis RV              4.514147
R-R Interval RV           1266.000000
Per Mean                    68.074595
Per STD                     13.959398
Per Skewness                 0.025024
Per Kurtosis                -1.668685
Current Perfusion Grad      25.796941
Quality of Perfusion         2.807513
Perfusion Amplitude          2.941669
Name: 64, dtype: float64",no-shock,Normal,no-shock,[1.]
65,"BPM                        66.889632
EGM Mean RV                 0.282555
EGM STD RV                  0.196904
EGM Skewness RV             0.964997
EGM Kurtosis RV            -0.302079
R-R Interval RV           897.000000
Per Mean                   67.670940
Per STD                    14.866369
Per Skewness               -0.094624
Per Kurtosis               -1.614991
Current Perfusion Grad     30.049858
Quality of Perfusion        2.872122
Perfusion Amplitude         3.413516
Name: 65, dtype: float64",no-shock,Normal,no-shock,[1.]
66,"BPM                        68.728522
EGM Mean RV                 0.225974
EGM STD RV                  0.178303
EGM Skewness RV             1.380085
EGM Kurtosis RV             0.837078
R-R Interval RV           873.000000
Per Mean                   72.579451
Per STD                    13.633069
Per Skewness               -0.161847
Per Kurtosis               -1.433025
Current Perfusion Grad     28.723393
Quality of Perfusion        2.802577
Perfusion Amplitude         3.389381
Name: 66, dtype: float64",no-shock,Normal,no-shock,[1.]
67,"BPM                        64.516129
EGM Mean RV                 0.223811
EGM STD RV                  0.120474
EGM Skewness RV             0.580193
EGM Kurtosis RV            -0.703406
R-R Interval RV           930.000000
Per Mean                   71.477285
Per STD                    13.970806
Per Skewness                0.091392
Per Kurtosis               -1.557345
Current Perfusion Grad     30.326709
Quality of Perfusion        2.891323
Perfusion Amplitude         3.373841
Name: 67, dtype: float64",no-shock,Normal,no-shock,[1.]
68,"BPM                         59.171598
EGM Mean RV                  0.618308
EGM STD RV                   0.286241
EGM Skewness RV              1.149498
EGM Kurtosis RV              0.865039
R-R Interval RV           1014.000000
Per Mean                    67.335405
Per STD                     15.100343
Per Skewness                 0.180496
Per Kurtosis                -1.602548
Current Perfusion Grad      31.336727
Quality of Perfusion         2.824723
Perfusion Amplitude          3.317186
Name: 68, dtype: float64",no-shock,Normal,no-shock,[1.]
69,"BPM                         40.214477
EGM Mean RV                  0.325606
EGM STD RV                   0.122860
EGM Skewness RV              0.434305
EGM Kurtosis RV              0.134654
R-R Interval RV           1492.000000
Per Mean                    69.535394
Per STD                      9.169685
Per Skewness                -0.617513
Per Kurtosis                -1.273618
Current Perfusion Grad      23.851785
Quality of Perfusion         2.786239
Perfusion Amplitude          2.778423
Name: 69, dtype: float64",no-shock,Normal,no-shock,[1.]
70,"BPM                        61.349693
EGM Mean RV                 0.379599
EGM STD RV                  0.142879
EGM Skewness RV             0.629068
EGM Kurtosis RV             0.536868
R-R Interval RV           978.000000
Per Mean                   70.895085
Per STD                    13.527181
Per Skewness               -0.630493
Per Kurtosis               -1.264728
Current Perfusion Grad     23.382103
Quality of Perfusion        2.699685
Perfusion Amplitude         3.075542
Name: 70, dtype: float64",no-shock,Normal,no-shock,[1.]
71,"BPM                        66.006601
EGM Mean RV                 0.354538
EGM STD RV                  0.158082
EGM Skewness RV             1.413791
EGM Kurtosis RV             1.057868
R-R Interval RV           909.000000
Per Mean                   70.851753
Per STD                    12.098293
Per Skewness               -0.523757
Per Kurtosis               -1.207895
Current Perfusion Grad     18.816289
Quality of Perfusion        2.611705
Perfusion Amplitude         2.484425
Name: 71, dtype: float64",no-shock,Normal,no-shock,[1.]
72,"BPM                        63.357973
EGM Mean RV                 0.304681
EGM STD RV                  0.169740
EGM Skewness RV             1.386804
EGM Kurtosis RV             1.537668
R-R Interval RV           947.000000
Per Mean                   69.307648
Per STD                    12.247907
Per Skewness               -0.412849
Per Kurtosis               -1.303941
Current Perfusion Grad     18.974101
Quality of Perfusion        2.703995
Perfusion Amplitude         2.499081
Name: 72, dtype: float64",no-shock,Normal,no-shock,[1.]
73,"BPM                         59.288538
EGM Mean RV                  0.316885
EGM STD RV                   0.196812
EGM Skewness RV              1.097042
EGM Kurtosis RV              0.116011
R-R Interval RV           1012.000000
Per Mean                    67.580013
Per STD                     12.372818
Per Skewness                -0.328999
Per Kurtosis                -1.402271
Current Perfusion Grad      13.716907
Quality of Perfusion         2.830970
Perfusion Amplitude          2.164918
Name: 73, dtype: float64",no-shock,Normal,no-shock,[1.]
74,"BPM                       131.291028
EGM Mean RV                 0.078788
EGM STD RV                  0.078129
EGM Skewness RV             0.880048
EGM Kurtosis RV            -0.747889
R-R Interval RV           457.000000
Per Mean                   89.860971
Per STD                     1.014490
Per Skewness               -0.787873
Per Kurtosis                0.076850
Current Perfusion Grad      0.000000
Quality of Perfusion        2.189506
Perfusion Amplitude         0.000000
Name: 74, dtype: float64",no-shock,Slow,no-shock,[1.]
75,"BPM                       122.199593
EGM Mean RV                 0.086868
EGM STD RV                  0.081262
EGM Skewness RV             0.850673
EGM Kurtosis RV            -0.845539
R-R Interval RV           491.000000
Per Mean                   82.087851
Per STD                     4.536666
Per Skewness               -0.466570
Per Kurtosis               -1.391085
Current Perfusion Grad     24.519127
Quality of Perfusion        2.738052
Perfusion Amplitude         2.273729
Name: 75, dtype: float64",no-shock,Slow,no-shock,[1.]
76,"BPM                       120.967742
EGM Mean RV                 0.084224
EGM STD RV                  0.083279
EGM Skewness RV             0.861944
EGM Kurtosis RV            -0.835236
R-R Interval RV           496.000000
Per Mean                   76.572300
Per STD                     4.927450
Per Skewness               -0.094417
Per Kurtosis               -1.370041
Current Perfusion Grad     16.228142
Quality of Perfusion        2.982081
Perfusion Amplitude         1.694296
Name: 76, dtype: float64",no-shock,Slow,no-shock,[1.]
77,"BPM                       124.740125
EGM Mean RV                 0.071795
EGM STD RV                  0.070188
EGM Skewness RV             1.257212
EGM Kurtosis RV             0.491925
R-R Interval RV           481.000000
Per Mean                   76.211058
Per STD                     7.633214
Per Skewness               -0.500681
Per Kurtosis               -1.383021
Current Perfusion Grad     35.729808
Quality of Perfusion        2.956437
Perfusion Amplitude         2.734000
Name: 77, dtype: float64",no-shock,Slow,no-shock,[1.]
78,"BPM                       119.047619
EGM Mean RV                 0.065882
EGM STD RV                  0.087956
EGM Skewness RV             2.058440
EGM Kurtosis RV             3.209784
R-R Interval RV           504.000000
Per Mean                   76.957203
Per STD                     5.876435
Per Skewness               -0.335904
Per Kurtosis               -1.335041
Current Perfusion Grad     28.027702
Quality of Perfusion        2.971970
Perfusion Amplitude         2.375191
Name: 78, dtype: float64",no-shock,Slow,no-shock,[1.]
79,"BPM                       110.905730
EGM Mean RV                 0.084483
EGM STD RV                  0.102013
EGM Skewness RV             1.351469
EGM Kurtosis RV             0.486907
R-R Interval RV           541.000000
Per Mean                   71.436761
Per STD                     6.476283
Per Skewness               -0.670254
Per Kurtosis               -1.182003
Current Perfusion Grad     32.801997
Quality of Perfusion        2.989157
Perfusion Amplitude         2.660820
Name: 79, dtype: float64",no-shock,Slow,no-shock,[1.]
80,"BPM                       151.133501
EGM Mean RV                 0.072491
EGM STD RV                  0.070772
EGM Skewness RV             1.302801
EGM Kurtosis RV             0.438399
R-R Interval RV           397.000000
Per Mean                   71.061531
Per STD                     6.434556
Per Skewness               -0.449876
Per Kurtosis               -1.492985
Current Perfusion Grad     33.663195
Quality of Perfusion        2.991272
Perfusion Amplitude         2.689096
Name: 80, dtype: float64",no-shock,Slow,no-shock,[1.]
81,"BPM                       100.334448
EGM Mean RV                 0.048923
EGM STD RV                  0.058322
EGM Skewness RV             1.671247
EGM Kurtosis RV             1.718645
R-R Interval RV           598.000000
Per Mean                   68.337959
Per STD                     7.425282
Per Skewness               -0.443314
Per Kurtosis               -1.480585
Current Perfusion Grad     23.665607
Quality of Perfusion        3.071156
Perfusion Amplitude         2.243095
Name: 81, dtype: float64",no-shock,Slow,no-shock,[1.]
82,"BPM                       127.388535
EGM Mean RV                 0.081621
EGM STD RV                  0.083119
EGM Skewness RV             0.842715
EGM Kurtosis RV            -0.817101
R-R Interval RV           471.000000
Per Mean                   68.308264
Per STD                     9.332142
Per Skewness               -0.156559
Per Kurtosis               -1.535524
Current Perfusion Grad     28.628461
Quality of Perfusion        3.098710
Perfusion Amplitude         2.938465
Name: 82, dtype: float64",no-shock,Slow,no-shock,[1.]
83,"BPM                       114.285714
EGM Mean RV                 0.082823
EGM STD RV                  0.082730
EGM Skewness RV             0.974012
EGM Kurtosis RV            -0.599639
R-R Interval RV           525.000000
Per Mean                   67.691272
Per STD                     8.020532
Per Skewness                0.158459
Per Kurtosis               -1.349670
Current Perfusion Grad     17.752699
Quality of Perfusion        2.972037
Perfusion Amplitude         2.452866
Name: 83, dtype: float64",no-shock,Slow,no-shock,[1.]
